mask_id,7/1/2007,8/1/2007,9/1/2007,10/1/2007,11/1/2007,12/1/2007,1/1/2008,2/1/2008,3/1/2008,4/1/2008,5/1/2008,6/1/2008,7/1/2008,8/1/2008,9/1/2008,10/1/2008,11/1/2008,12/1/2008,1/1/2009,2/1/2009,3/1/2009,4/1/2009,5/1/2009,6/1/2009,7/1/2009,8/1/2009,9/1/2009,10/1/2009,11/1/2009,12/1/2009,1/1/2010,2/1/2010,3/1/2010,4/1/2010,5/1/2010,6/1/2010,7/1/2010,8/1/2010,9/1/2010,10/1/2010,11/1/2010,12/1/2010,1/1/2011,2/1/2011,3/1/2011,4/1/2011,5/1/2011,6/1/2011,7/1/2011,8/1/2011,9/1/2011,10/1/2011,11/1/2011,12/1/2011,1/1/2012,2/1/2012,3/1/2012,4/1/2012,5/1/2012,6/1/2012,7/1/2012,8/1/2012,9/1/2012,10/1/2012,11/1/2012,12/1/2012,1/1/2013,2/1/2013,3/1/2013,4/1/2013,5/1/2013,6/1/2013,7/1/2013,8/1/2013,9/1/2013,10/1/2013,11/1/2013,12/1/2013,1/1/2014,2/1/2014,3/1/2014,4/1/2014,5/1/2014,6/1/2014,7/1/2014,8/1/2014,9/1/2014,10/1/2014,11/1/2014,12/1/2014,1/1/2015,2/1/2015,3/1/2015,4/1/2015,5/1/2015,6/1/2015,total,score_annual_inc,score_delinq_2yrs,score_emp_length,score_home_ownership,score_inq_last_6mths,score_int_rate,score_pub_rec,score_purpose,score_term
1.0DEQ#12.5<x<14.5#36M#0ENQ#<2 years#H#1.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.00,9771.35,9540.22,9306.60,9070.44,8831.73,8590.43,8346.52,8099.98,7850.76,7598.84,7344.20,7086.80,6828.19,6565.21,6299.38,131130.66,>50k,1.0DEQ,<2 years,RENT,0ENQ,12.5<x<14.5,1.0PUB,H,36M
0.0DEQ#<10#36M#2+ENQ#>2 years#O#0.0PUB#RENT#<50k,,,,,,,,5000.00,4880.02,8259.05,8050.75,7840.87,11629.41,16318.60,15885.24,15448.59,15008.60,21765.26,21144.59,24749.38,28992.77,30074.46,24217.29,32356.58,31265.33,29166.27,30051.52,28379.88,26457.13,25309.33,33333.28,32131.47,33219.90,38856.09,36027.00,43927.71,42398.46,56707.97,68733.17,65988.04,72757.37,72687.99,73140.54,70500.23,84291.72,94207.08,83863.05,88429.69,85087.45,85856.63,88334.78,83454.72,76495.21,90587.90,92982.34,104207.04,107491.36,119468.08,118007.78,123917.09,128867.52,136898.02,135885.95,130995.59,114671.26,110298.36,105645.09,100962.10,95878.66,86569.60,81397.63,76768.33,71890.23,67677.77,64064.47,60428.08,53318.23,48817.24,43708.22,40693.93,37727.70,43154.28,40269.01,35167.79,31245.61,27743.87,25288.24,22549.88,19938.15,17309.97,15202.46,11883.40,10661.26,9445.23,8219.75,6428.31,4847013.25,<50k,0.0DEQ,>2 years,RENT,2+ENQ,<10,0.0PUB,O,36M
1.0DEQ#<10#36M#2+ENQ#<2 years#C#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12000.00,11711.35,11420.37,11127.05,10831.37,10533.30,10232.83,9929.94,9624.61,9316.82,9006.55,8693.77,8378.48,8060.65,7740.25,7417.28,7091.70,6763.50,6432.65,176312.48,<50k,1.0DEQ,<2 years,OWN,2+ENQ,<10,1.0PUB,C,36M
1.0DEQ#14.5<x<16.5#36M#2+ENQ#<2 years#H#0.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000.00,7824.60,7646.90,7466.88,7284.50,7099.74,6912.56,6722.93,6530.82,6336.19,6139.02,5939.26,5736.89,5531.88,5324.18,5113.76,4900.59,4684.63,12465.85,12065.90,11660.88,11250.72,10835.35,10414.71,9988.73,9557.34,9120.47,8678.06,8230.03,7776.31,7316.83,6851.51,6380.29,5903.09,5419.82,4930.42,4434.98,4213.16,3988.64,3761.37,3531.33,3298.48,3062.79,2824.23,2582.74,2338.32,2090.90,1840.47,1586.98,1330.39,1070.67,9307.79,8857.01,8400.49,7938.43,7746.13,7551.23,7353.67,7153.44,6950.49,6744.78,6536.28,400536.85,<50k,1.0DEQ,<2 years,OWN,2+ENQ,14.5<x<16.5,0.0PUB,H,36M
1.0DEQ#10<x<12.5#36M#1OR2ENQ#<2 years#O#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.00,3905.16,3809.49,3712.97,3615.59,3517.35,3418.24,3318.26,3217.39,3115.63,3012.96,2909.39,2804.90,7699.49,7476.15,7250.76,7023.29,6793.71,6562.02,6328.19,6092.20,5854.03,5613.67,5371.08,5126.26,4879.17,4629.80,4378.14,4124.14,3867.81,3609.11,3348.01,3209.14,3068.93,2741.83,2412.55,2079.76,,,,,,,,,,,,,,,,,,,,,7225.00,7056.85,6887.05,6715.57,6542.40,198323.45,<50k,1.0DEQ,<2 years,OWN,1OR2ENQ,10<x<12.5,1.0PUB,O,36M
0.0DEQ#10<x<12.5#60M#2+ENQ#>2 years#D#0.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000.00,19755.04,19507.64,19257.76,19005.39,18750.50,18493.05,18233.04,17970.43,17705.19,17437.31,17166.75,16893.48,16617.48,16338.73,16057.19,15772.84,15485.65,15195.58,14902.62,14606.74,14307.89,14006.06,13701.21,13393.32,13082.35,12768.28,12451.07,12130.68,11807.10,11480.28,11150.20,10816.82,10480.10,10140.03,9796.55,9449.65,9099.28,8745.40,8387.99,8027.01,7662.43,7294.20,6922.29,6546.66,618799.28,<50k,0.0DEQ,>2 years,RENT,2+ENQ,10<x<12.5,0.0PUB,D,60M
1.0DEQ#10<x<12.5#36M#1OR2ENQ#>2 years#O#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.00,2930.48,2860.26,2789.33,2717.68,2645.31,2572.20,2498.36,2423.78,2348.44,2272.34,2195.47,2117.82,2039.39,1960.17,1880.15,1799.32,1717.67,1635.20,1551.89,1467.75,1382.75,1296.90,1210.18,1122.58,1034.10,6944.72,6712.98,6479.04,6242.86,6004.44,7763.75,7474.32,7182.12,6887.11,6589.27,121750.11,<50k,1.0DEQ,>2 years,OWN,1OR2ENQ,10<x<12.5,1.0PUB,O,36M
1.0DEQ#<10#36M#2+ENQ#<2 years#O#0.0PUB#OWN#>50k,,,8950.00,8734.63,8517.53,8298.69,33078.09,7855.71,7631.55,7405.58,19177.80,18659.93,18137.87,17611.58,17081.04,16546.21,16007.04,15463.52,14930.60,14363.36,13806.54,13245.21,12679.34,12108.89,11548.83,10954.23,10369.82,9780.69,9186.79,8588.09,7984.54,7715.06,7443.42,7169.59,6893.57,848.49,848.49,848.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000.00,14634.95,14267.19,13896.71,20000.00,19503.77,19004.39,18501.84,17996.09,17487.14,16974.95,16459.51,15940.80,15418.79,14893.47,14364.82,13832.80,13297.41,12758.62,12216.41,11670.75,11121.63,10569.02,10012.91,9453.26,8890.06,8323.28,7752.90,7178.90,6601.26,818494.45,>50k,1.0DEQ,<2 years,OWN,2+ENQ,<10,0.0PUB,O,36M
1.0DEQ#>16.5#36M#2+ENQ#>2 years#C#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6075.00,5957.59,5837.86,5715.77,5591.27,9864.31,9642.12,9415.97,9185.78,8951.48,8712.99,8470.24,8223.15,7971.64,7715.63,7455.04,7189.78,6919.78,6644.94,145540.35,<50k,1.0DEQ,>2 years,RENT,2+ENQ,>16.5,1.0PUB,C,36M
1.0DEQ#14.5<x<16.5#36M#1OR2ENQ#>2 years#H#0.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000.00,7826.19,7650.02,7471.46,7290.47,7107.03,6921.10,6732.64,6541.63,6348.02,6151.79,5952.89,5751.29,10396.95,10083.35,9765.56,9443.51,9117.15,8786.42,8451.27,8111.63,7767.45,7418.66,7065.20,6707.01,192858.68,<50k,1.0DEQ,>2 years,RENT,1OR2ENQ,14.5<x<16.5,0.0PUB,H,36M
1.0DEQ#<10#36M#2+ENQ#<2 years#D#0.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000.00,8777.11,8552.79,8327.01,8099.78,7871.09,7640.91,7409.26,7176.10,6941.45,6705.27,6467.58,6228.35,5987.57,5745.24,5501.35,5255.89,5008.84,4760.19,4509.94,4258.08,4004.59,4004.59,4004.59,4004.59,4004.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.00,9759.45,9516.97,9272.53,9026.12,8777.73,8527.33,8274.92,8020.47,7763.97,7505.40,7244.76,6982.01,6717.14,277635.53,>50k,1.0DEQ,<2 years,RENT,2+ENQ,<10,0.0PUB,D,36M
1.0DEQ#12.5<x<14.5#36M#0ENQ#>2 years#H#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400.00,2345.12,2289.65,2233.57,2176.89,10119.59,9880.61,9638.94,9394.55,9147.41,8897.50,8644.77,8389.21,8130.77,7869.43,7605.15,7337.89,7067.64,6794.34,130363.02,<50k,1.0DEQ,>2 years,RENT,0ENQ,12.5<x<14.5,1.0PUB,H,36M
0.0DEQ#12.5<x<14.5#36M#2+ENQ#<2 years#O#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,8000.00,7817.55,7633.10,7446.62,7258.11,7067.52,6874.85,6680.06,6483.13,6284.05,6082.78,5879.31,5673.61,5673.61,5537.46,5537.46,5537.46,5537.46,5537.46,,,2000.00,1955.29,1910.04,1864.25,1817.90,1771.00,1723.53,1675.49,1626.87,1577.66,1527.86,1477.46,1426.45,1374.83,1322.59,1269.72,1216.21,1162.05,1107.25,1051.78,995.64,938.83,881.33,823.14,764.25,704.65,644.33,583.29,521.50,458.98,395.70,331.66,266.84,201.25,134.86,67.68,6400.00,6253.66,6105.74,5956.21,5805.07,5652.29,5497.85,14266.75,13909.54,13548.22,13182.73,12813.03,12439.08,12060.81,11678.18,11386.53,11091.56,10793.25,6797.37,347751.61,<50k,0.0DEQ,<2 years,OWN,2+ENQ,12.5<x<14.5,1.0PUB,O,36M
1.0DEQ#<10#36M#0ENQ#>2 years#O#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000.00,7803.20,7605.06,7405.56,7204.70,7002.48,6798.87,51819.87,<50k,1.0DEQ,>2 years,RENT,0ENQ,<10,1.0PUB,O,36M
1.0DEQ#<10#36M#0ENQ#<2 years#O#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200.00,7027.65,6853.87,21081.52,<50k,1.0DEQ,<2 years,RENT,0ENQ,<10,1.0PUB,O,36M
1.0DEQ#10<x<12.5#36M#2+ENQ#<2 years#C#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000.00,3907.83,3814.71,3720.61,3625.54,3625.54,,,,7200.00,7031.65,6861.68,43787.56,<50k,1.0DEQ,<2 years,RENT,2+ENQ,10<x<12.5,1.0PUB,C,36M
1.0DEQ#14.5<x<16.5#36M#0ENQ#<2 years#O#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14350.00,14034.92,22434.92,8216.60,8075.67,7843.01,7652.20,7458.85,7262.92,7064.39,6863.21,111256.69,<50k,1.0DEQ,<2 years,OWN,0ENQ,14.5<x<16.5,1.0PUB,O,36M
1.0DEQ#14.5<x<16.5#60M#2+ENQ#<2 years#H#0.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9800.00,9693.21,9584.96,9475.25,9364.04,9251.33,9137.09,9021.29,8903.93,8784.97,8664.39,8542.18,8418.31,8292.76,8165.51,8036.52,7905.79,7773.28,7638.97,7502.84,7364.86,7225.01,7083.26,6939.58,202569.31,<50k,1.0DEQ,<2 years,OWN,2+ENQ,14.5<x<16.5,0.0PUB,H,60M
1.0DEQ#12.5<x<14.5#36M#0ENQ#>2 years#H#1.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9125.00,8921.13,8714.81,8505.99,8294.65,8080.76,7864.28,7645.19,7423.46,7199.05,6971.92,88746.23,>50k,1.0DEQ,>2 years,RENT,0ENQ,12.5<x<14.5,1.0PUB,H,36M
0.0DEQ#12.5<x<14.5#36M#2+ENQ#>2 years#H#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20000.00,19547.55,19089.94,18627.12,,,,,,,,,,,,,,8000.00,7818.96,7635.85,7450.66,7263.37,7073.94,122507.39,<50k,0.0DEQ,>2 years,RENT,2+ENQ,12.5<x<14.5,1.0PUB,H,36M
1.0DEQ#>16.5#36M#1OR2ENQ#<2 years#C#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8400.00,8219.48,8036.40,7850.74,7662.44,7471.48,7277.81,7081.40,61999.75,<50k,1.0DEQ,<2 years,OWN,1OR2ENQ,>16.5,1.0PUB,C,36M
1.0DEQ#10<x<12.5#36M#1OR2ENQ#<2 years#O#1.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000.00,4884.25,4767.32,4649.20,4529.89,4409.36,4287.61,13764.63,13411.49,13055.15,12695.55,12332.68,11966.51,11597.00,11224.12,10847.85,10468.15,10084.99,9698.33,6720.42,6466.92,6211.26,5953.42,5693.37,5431.10,5166.59,4899.83,4630.78,4359.43,4359.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10500.00,10255.99,10009.56,9760.68,7250.04,281342.90,>50k,1.0DEQ,<2 years,RENT,1OR2ENQ,10<x<12.5,1.0PUB,O,36M
0.0DEQ#14.5<x<16.5#36M#2+ENQ#<2 years#H#1.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.00,9780.43,9558.01,9332.69,9104.45,8873.23,8639.01,8401.74,7761.38,7516.51,7264.63,96232.07,>50k,0.0DEQ,<2 years,RENT,2+ENQ,14.5<x<16.5,1.0PUB,H,36M
1.0DEQ#12.5<x<14.5#36M#2+ENQ#<2 years#D#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4500.00,4397.96,4294.76,,4190.41,4084.87,3978.15,3870.23,3761.08,3650.71,8539.09,8312.52,8083.41,7851.73,7735.00,7616.94,7497.56,7376.82,99741.24,<50k,1.0DEQ,<2 years,OWN,2+ENQ,12.5<x<14.5,1.0PUB,D,36M
1.0DEQ#14.5<x<16.5#36M#2+ENQ#<2 years#O#1.0PUB#OWN#>50k,,,,,25000.00,24448.70,23890.35,23324.87,22752.16,22172.14,21584.71,20989.77,20387.24,19777.01,19158.98,18533.05,17899.13,17300.64,16607.45,15948.93,15948.93,15526.59,15526.59,15526.59,15526.59,15526.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7000.00,6846.30,6690.60,6532.87,16373.09,15993.98,15609.80,15220.51,14826.03,14426.28,14021.21,13785.64,13546.88,13284.67,13039.37,7441.14,617995.39,>50k,1.0DEQ,<2 years,OWN,2+ENQ,14.5<x<16.5,1.0PUB,O,36M
1.0DEQ#<10#36M#1OR2ENQ#<2 years#O#0.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,10700.00,10442.47,10182.87,9921.18,9657.40,9391.50,9123.47,8853.28,18180.93,24176.20,23506.71,22832.04,22152.14,21466.97,20776.50,26368.70,25233.47,24377.58,23515.22,22646.36,24770.95,23814.12,22850.19,21879.09,20900.77,19915.18,25422.27,24266.18,23101.37,21927.77,20745.31,19553.93,24353.55,22998.09,25632.42,24159.10,20903.74,19940.59,17672.85,16687.07,14893.84,13886.51,11971.56,10354.35,9521.14,8990.96,8457.13,7919.60,7378.36,6833.38,6284.63,5732.24,2499.19,2297.19,1909.44,1796.59,1682.89,1568.35,1452.96,1336.72,1219.61,1101.64,982.79,5863.06,5621.25,5377.62,5132.15,4884.84,8135.66,7800.83,7463.70,975349.68,<50k,1.0DEQ,<2 years,RENT,1OR2ENQ,<10,0.0PUB,O,36M
1.0DEQ#10<x<12.5#36M#2+ENQ#>2 years#O#1.0PUB#OWN#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.00,9761.20,9520.39,9277.53,9032.63,8785.65,8536.58,8285.40,8032.10,7776.66,7519.06,96527.21,>50k,1.0DEQ,>2 years,OWN,2+ENQ,10<x<12.5,1.0PUB,O,36M
1.0DEQ#10<x<12.5#36M#2+ENQ#<2 years#H#0.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000.00,24413.96,23822.37,23225.17,22622.32,22013.76,21399.44,20779.31,20153.30,19521.36,18883.43,18239.47,17589.41,16933.19,16270.76,15602.06,14927.02,14245.59,13557.71,12863.32,12162.35,11454.74,10740.43,10019.35,9291.45,8556.66,7814.90,7066.13,6310.26,5547.24,4776.98,3999.44,3214.53,2422.19,1622.35,814.93,,,,,,,,,,,,,,,,10000.00,9764.24,9526.33,9286.23,9043.94,8799.43,8552.67,8303.66,8052.37,7798.78,7542.86,584547.40,>50k,1.0DEQ,<2 years,RENT,2+ENQ,10<x<12.5,0.0PUB,H,36M
0.0DEQ#<10#36M#2+ENQ#>2 years#O#1.0PUB#OWN#>50k,12500.00,12190.18,11878.37,11564.56,11248.74,10930.90,10611.03,8232.70,7973.67,7712.96,7450.57,7186.49,6920.69,6653.19,6383.93,6112.94,5840.19,5565.69,5289.41,5011.35,4731.49,4449.83,4166.34,3881.03,3593.87,3304.86,1506.99,1360.61,1213.29,1065.02,915.78,765.59,614.42,462.28,309.15,155.04,,,,,,,5000.00,4878.95,4756.97,4634.05,4510.18,4385.36,4259.57,4132.81,4005.08,3876.36,3746.65,3615.94,3484.23,3351.49,3217.74,3082.95,2947.13,2810.25,2672.33,2533.34,2393.27,4752.13,4548.13,4342.63,4135.61,3927.06,3716.98,3505.35,3292.17,3077.41,2861.06,2643.13,2423.59,2202.42,1979.63,1755.20,1529.48,1461.32,1392.71,1323.65,1254.13,1184.16,1113.73,1042.83,5971.46,5777.00,5581.20,9384.07,9087.89,8789.65,8489.34,8186.93,7882.41,7575.77,414238.06,>50k,0.0DEQ,>2 years,OWN,2+ENQ,<10,1.0PUB,O,36M
1.0DEQ#<10#60M#1OR2ENQ#<2 years#D#0.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15800.00,15578.79,15356.31,15132.55,14907.49,14681.15,14453.50,14224.53,13994.25,,,,,,,,,,,,,,,,,,,,,,,,,10800.00,10659.45,10517.76,10374.93,10230.94,10085.78,9939.46,9791.94,9643.24,9493.33,9342.20,9189.86,9036.28,8881.46,8725.38,8568.04,8409.43,8249.54,8088.35,7925.86,7762.05,7596.92,337440.78,<50k,1.0DEQ,<2 years,OWN,1OR2ENQ,<10,0.0PUB,D,60M
0.0DEQ#<10#60M#1OR2ENQ#<2 years#H#0.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7050.00,6949.39,6848.26,6746.61,6644.44,6541.74,6438.52,6334.76,6230.48,6125.65,6020.29,5914.38,5807.93,5700.93,5593.39,5485.28,5376.63,5267.41,5157.64,21047.30,20728.45,20407.34,20083.96,19758.28,19430.29,19099.97,18767.30,18432.27,18094.86,17755.05,17412.82,17068.16,16721.05,16371.47,16019.39,15664.82,15307.71,14948.06,14585.85,14221.06,13853.66,13483.65,13110.99,12735.68,12357.68,11976.99,11593.58,11207.43,10818.52,10426.82,8702.04,8434.74,8165.28,7893.62,7619.75,650539.60,<50k,0.0DEQ,<2 years,OWN,1OR2ENQ,<10,0.0PUB,H,60M
1.0DEQ#12.5<x<14.5#36M#1OR2ENQ#<2 years#H#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.00,9774.82,9547.02,9316.56,9083.42,8847.56,8608.95,8367.57,8123.37,7876.33,7626.41,97172.00,<50k,1.0DEQ,<2 years,OWN,1OR2ENQ,12.5<x<14.5,1.0PUB,H,36M
0.0DEQ#10<x<12.5#36M#2+ENQ#<2 years#O#1.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8000.00,7815.10,7628.31,23443.41,<50k,0.0DEQ,<2 years,OWN,2+ENQ,10<x<12.5,1.0PUB,O,36M
0.0DEQ#>16.5#36M#2+ENQ#<2 years#H#0.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.00,13788.44,13493.61,13194.13,12789.93,12479.13,12178.43,11843.00,11517.24,11186.34,10850.20,10508.75,10161.90,9809.57,9451.67,9088.11,8718.79,8343.64,7962.55,7575.43,7182.19,6782.72,1842.72,1724.02,1603.19,1480.20,1355.00,2727.57,10565.61,14028.95,13606.09,13176.71,5443.13,19595.51,11848.36,8095.54,7747.32,343745.69,<50k,0.0DEQ,<2 years,RENT,2+ENQ,>16.5,0.0PUB,H,36M
1.0DEQ#<10#36M#2+ENQ#>2 years#H#0.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11500.00,11220.12,10938.17,10654.12,10367.97,10079.70,9789.28,9496.72,9201.98,8905.06,8605.94,8304.59,10401.02,10037.46,9671.16,9302.12,8930.30,8555.68,8178.25,7797.97,7414.84,7028.83,1801.31,9738.75,9425.63,9110.50,8793.22,8473.85,8152.37,7828.76,269705.66,>50k,1.0DEQ,>2 years,RENT,2+ENQ,<10,0.0PUB,H,36M
0.0DEQ#<10#36M#2+ENQ#<2 years#H#0.0PUB#RENT#>50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18000.00,45555.27,44415.82,43268.86,42114.35,40952.25,39782.49,38605.03,37419.82,36226.81,35025.94,33817.17,32600.44,31375.70,30142.89,28901.97,27652.88,26395.57,25129.98,38856.06,37203.15,35539.35,33864.59,32178.82,30481.94,23773.89,17787.34,16871.85,15950.34,15022.75,14089.06,13149.23,12203.20,11250.95,10292.43,9327.60,8356.63,7942.29,1041524.69,>50k,0.0DEQ,<2 years,RENT,2+ENQ,<10,0.0PUB,H,36M
0.0DEQ#10<x<12.5#60M#2+ENQ#>2 years#H#0.0PUB#OWN#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7500.00,11254.12,11110.08,10964.74,10818.09,20670.11,20399.09,20125.48,19849.26,19570.39,20688.85,20387.01,20082.28,44774.64,44157.86,43535.07,42906.19,42407.21,41903.43,41394.78,40881.22,31771.67,31248.14,30719.57,30185.88,29647.05,29103.01,28553.72,27999.13,27439.18,26873.83,26303.01,25726.68,25144.79,24557.28,23964.09,23365.17,22760.47,22149.93,21533.49,20911.10,20282.69,19648.22,19007.61,18360.82,17707.77,14937.38,14414.16,13885.74,13352.06,12813.09,12268.75,11719.01,11163.80,10028.51,9541.90,9050.46,8554.13,8052.86,1330126.06,<50k,0.0DEQ,>2 years,OWN,2+ENQ,10<x<12.5,0.0PUB,H,60M
1.0DEQ#14.5<x<16.5#60M#1OR2ENQ#<2 years#D#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19000.00,18792.95,18583.08,18370.36,,,,,,,,10000.00,9890.87,9780.27,9668.17,9554.55,9439.40,21322.68,21073.62,20821.18,8962.98,20442.16,20317.33,20190.81,20062.59,19932.62,19800.90,8065.05,334071.57,<50k,1.0DEQ,<2 years,RENT,1OR2ENQ,14.5<x<16.5,1.0PUB,D,60M
0.0DEQ#<10#36M#1OR2ENQ#<2 years#O#1.0PUB#RENT#<50k,,,,,,,,,,,,,,7500.00,7318.98,7136.54,6952.66,6767.33,6580.54,6392.29,6202.55,6011.31,5818.57,5624.31,5428.52,5231.19,5032.31,5031.68,5031.68,5031.68,5031.68,5031.68,5031.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400.00,1365.92,1331.59,1297.01,1262.17,1227.07,1191.71,1156.09,1120.20,1084.05,1047.63,1010.94,973.98,936.74,899.23,861.44,861.44,,,,,,,,,,,3000.00,2927.29,2854.01,8780.18,8554.37,8327.17,8098.57,179755.99,<50k,0.0DEQ,<2 years,RENT,1OR2ENQ,<10,1.0PUB,O,36M
1.0DEQ#>16.5#36M#0ENQ#>2 years#H#1.0PUB#RENT#<50k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.00,,,,,,,,,,,9000.00,8809.21,8615.58,8419.07,8219.63,46063.49,<50k,1.0DEQ,>2 years,RENT,0ENQ,>16.5,1.0PUB,H,36M
